claim_boundary_id,scope,applies_to_path,allowed_claims,forbidden_claims,requires_gate_for,authority_source_path,status,created_at,updated_at,notes
CB-V12-P7-T03-MS-STABLE-MATTER-SEMANTICS-BRIDGE-GATE-CHAIR-EVIDENCE-STATUS-001,task,research_control/tasks/RT-20260630-056,Accept MSStableMatterSemanticsBridge_v1(E;B_current) only as scoped source-extension stable matter-semantics bridge evidence/precondition;record route_label ontology-law-research-packet;route only to Theoretical Continuation Selector classification;no source-law or downstream GR claim promotion,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond this exact scoped result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable matter-semantics bridge evidence as source-law adoption;stable matter-semantics bridge evidence as matter semantics;stable matter-semantics bridge evidence as detector semantics;stable matter-semantics bridge evidence as coupling-law adoption;stable matter-semantics bridge evidence as matter coupling;stable matter-semantics bridge evidence as stress-energy semantics;stable matter-semantics bridge evidence as matter action;stable matter-semantics bridge evidence as Einstein equations;future source-extension impossibility;global theory rejection;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical gate result;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;benchmark Gate Chair closure;physics claim promotion;future source-extension impossibility;global theory rejection,research_control/tasks/RT-20260630-056/artifacts/ms_stable_matter_semantics_bridge_source_extension_evidence_gate_chair_review_v1.tex,active,2026-06-30T23:51:07Z,2026-06-30T23:51:07Z,V12 stable matter-semantics bridge Gate Chair boundary permits only scoped source-extension evidence precondition acceptance while preserving all source-law source-extension-data matter-semantics detector-semantics matter-coupling stress-energy matter-action Einstein-equation downstream GR global-impossibility and generated-output authority blocks
CB-V12-P7-T03-MS-STABLE-BRIDGE-POST-STRESS-SELECTOR-001,task,research_control/tasks/RT-20260630-055,Classify MSStableMatterSemanticsBridge_v1 post-stress route only;select narrow Gate Chair evidence-status precondition review;no physics claim promotion,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact RT-050 scoped result by selector;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;empirical calibration import;Gate Chair verdict;protected evidence-status acceptance by selector;selector result as source-law adoption;selector result as source-extension data adoption;selector result as matter semantics;selector result as detector semantics;selector result as coupling-law adoption;selector result as matter coupling;selector result as stress-energy semantics;selector result as matter action;selector result as Einstein equations;selector result as future source-extension impossibility;selector result as global theory rejection;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical selector result;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact RT-050 scoped result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;Gate Chair verdict by selector;physics claim promotion;future source-extension impossibility;global theory rejection,research_control/tasks/RT-20260630-055/artifacts/ms_stable_matter_semantics_bridge_post_stress_selector_v1.yaml,active,2026-06-30T23:23:44Z,2026-06-30T23:23:44Z,V12 MSStableMatterSemanticsBridge post-stress selector boundary permits only route classification and future narrow Gate Chair evidence-status precondition routing while preserving all adoption matter-semantics detector-semantics matter-coupling stress-energy matter-action Einstein-equation downstream GR global-impossibility and generated-output authority blocks
CB-V12-P7-T03-MS-STABLE-BRIDGE-REFUTER-STRESS-001,task,research_control/tasks/RT-20260630-054,Stress MSStableMatterSemanticsBridge_v1 as bridge_facing_candidate_path pending selector;record fail-closed stress branches;route to theoretical-continuation-selector;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;RR_E collapse as irrelevance theorem;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;bridge stress pass as proof authority,research_control/tasks/RT-20260630-054/artifacts/ms_stable_matter_semantics_bridge_refuter_stress_v1.tex,active,2026-06-30T23:04:39Z,2026-06-30T23:04:39Z,V12 stable bridge Refuter boundary permits only bridge-facing stress result pending selector while preserving all source-law source-extension-data MetricData g_eff coupling matter-semantics detector-semantics matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-MS-STABLE-BRIDGE-SMUGGLING-AUDIT-001,task,research_control/tasks/RT-20260630-053,Audit MSStableMatterSemanticsBridge_v1 as source-pure as written pending stress;record target-grammar-name caveat;route to Refuter stress;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;RR_E collapse as irrelevance theorem;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;bridge audit pass as proof authority,research_control/tasks/RT-20260630-053/artifacts/ms_stable_matter_semantics_bridge_smuggling_audit_v1.tex,active,2026-06-30T22:45:00Z,2026-06-30T22:45:00Z,V12 stable bridge Smuggling Auditor boundary permits only audit pass as written pending stress while preserving all source-law source-extension-data MetricData g_eff coupling matter-semantics detector-semantics matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-MS-STABLE-MATTER-SEMANTICS-BRIDGE-CANDIDATE-001,task,research_control/tasks/RT-20260630-052,Construct MSStableMatterSemanticsBridge_v1 as draft/control source-side bridge candidate;define guarded stable bridge domain source slots tokens readout response certificates and fail-closed labels;route to smuggling audit;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;bridge candidate as source-law adoption;bridge candidate as matter semantics adoption;bridge candidate as detector semantics adoption;bridge candidate as coupling-law data;bridge candidate as matter coupling;bridge candidate as stress-energy semantics;bridge candidate as matter action;bridge candidate as Einstein equations;RR_E collapse as irrelevance theorem;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;bridge candidate as proof authority,research_control/tasks/RT-20260630-052/artifacts/ms_stable_matter_semantics_bridge_candidate_v1.tex,active,2026-06-30T22:14:14Z,2026-06-30T22:14:14Z,V12 stable matter-semantics bridge Candidate Constructor boundary permits only draft control source-side bridge construction pending audit while preserving all source-law source-extension-data MetricData g_eff coupling matter-semantics detector-semantics matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-POST-MS-STABLE-PARTITION-EVIDENCE-ROUTE-SELECTOR-001,task,research_control/tasks/RT-20260630-051,Select one post-MSStablePartitionPrecondition evidence route;handoff to Candidate Constructor stable matter-semantics bridge attempt;preserve blocked_adoption_open_continuation;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable-precondition evidence as source-law adoption;stable-precondition evidence as matter semantics;stable-precondition evidence as detector semantics;stable-precondition evidence as coupling-law data;stable-precondition evidence as matter coupling;stable-precondition evidence as stress-energy semantics;stable-precondition evidence as matter action;stable-precondition evidence as Einstein equations;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;selector route as proof authority,research_control/tasks/RT-20260630-051/artifacts/post_ms_stable_partition_evidence_route_selector_v1.yaml,active,2026-06-30T21:45:52Z,2026-06-30T21:45:52Z,V12 post-stable-precondition evidence selector boundary permits only route selection to a future Candidate Constructor bridge attempt while preserving all source-law source-extension-data MetricData g_eff coupling matter-semantics detector-semantics matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-REPAIR-MS-STABLE-PARTITION-PRECONDITION-GATE-CHAIR-EVIDENCE-STATUS-001,task,research_control/tasks/RT-20260630-050,Accept MSStablePartitionPrecondition_v1 only as scoped source-extension stable-precondition evidence/precondition;record route_label ontology-law-research-packet;route only to Theoretical Continuation Selector classification;no source-law or downstream GR claim promotion,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond this exact scoped result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable-precondition evidence as source-law adoption;stable-precondition evidence as matter semantics;stable-precondition evidence as detector semantics;stable-precondition evidence as coupling-law adoption;stable-precondition evidence as matter coupling;stable-precondition evidence as stress-energy semantics;stable-precondition evidence as matter action;stable-precondition evidence as Einstein equations;future source-extension impossibility;global theory rejection;current_frontier snapshot as status authority;generated memory as physics evidence;generated wiki as canonical gate result;semantic extract as proof;vault note as proof;file-object row as proof;relationship row as proof;local cache as proof;validator output as proof;registry metadata as proof;role as proof;approval as proof;commit status as proof,canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption beyond exact scoped gate result;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-semantics adoption;detector-semantics adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;Einstein equations adoption;benchmark promotion;completed derivation;benchmark Gate Chair closure;physics claim promotion;future source-extension impossibility;global theory rejection,research_control/tasks/RT-20260630-050/artifacts/ms_stable_partition_precondition_source_extension_evidence_gate_chair_review_v1.tex,active,2026-06-30T21:01:50Z,2026-06-30T21:01:50Z,V12 stable-precondition Gate Chair boundary permits only scoped source-extension evidence precondition acceptance while preserving all source-law source-extension-data matter-semantics detector-semantics matter-coupling stress-energy matter-action Einstein-equation downstream GR global-impossibility and generated-output authority blocks
CB-V12-P7-T03-REPAIR-MS-STABLE-PARTITION-PRECONDITION-POST-STRESS-SELECTOR-001,task,research_control/tasks/RT-20260630-049,Select one post-stress route for MSStablePartitionPrecondition_v1;handoff to Gate Chair source-extension evidence/precondition review;preserve blocked_adoption_open_continuation;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable partition as matter semantics;stable partition as detector semantics;selector gate readiness as Gate Chair verdict;RR_E as detector semantics;RR_E as matter semantics;RR_E as coupling-law data;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;selector gate readiness as proof authority,research_control/tasks/RT-20260630-049/artifacts/ms_stable_partition_post_stress_selector_v1.yaml,active,2026-06-30T20:34:48Z,2026-06-30T20:34:48Z,V12 P7-T03 repair stable-precondition post-stress selector boundary permits only route selection to future narrow Gate Chair evidence/precondition review while preserving all source-law source-extension-data MetricData g_eff coupling matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-REPAIR-MS-STABLE-PARTITION-PRECONDITION-STRESS-001,task,research_control/tasks/RT-20260630-048,Stress proposal-only MSStablePartitionPrecondition_v1 source-side stable precondition target;classify finite variation certificate deletion RR_E overread pressure pair and irrelevance-adoption stress;record bridge_facing_candidate_path;handoff to selector;preserve blocked_adoption_open_continuation;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable partition as matter semantics;stable partition as detector semantics;precondition stress as irrelevance-law adoption;RR_E as detector semantics;RR_E as matter semantics;RR_E as coupling-law data;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;stress survival as proof authority,research_control/tasks/RT-20260630-048/artifacts/matter_semantics_stable_partition_precondition_refuter_stress_v1.tex,active,2026-06-30T20:09:02Z,2026-06-30T20:09:02Z,V12 P7-T03 repair stable-precondition Refuter stress boundary permits only finite/local stress classification and selector handoff while preserving all Gate Chair source-law MetricData g_eff coupling matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-REPAIR-MS-STABLE-PARTITION-PRECONDITION-AUDIT-001,task,research_control/tasks/RT-20260630-047,Audit proposal-only MSStablePartitionPrecondition_v1 source-side stable partition precondition target;classify target-import and process-authority hazards;record RR_E source-syntax guard;handoff to stress;preserve blocked_adoption_open_continuation;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable partition as matter semantics;stable partition as detector semantics;source-purity audit as irrelevance-law adoption;RR_E as detector semantics;RR_E as matter semantics;RR_E as coupling-law data;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;source-purity audit as proof authority,research_control/tasks/RT-20260630-047/artifacts/matter_semantics_stable_partition_precondition_smuggling_audit_v1.tex,active,2026-06-30T19:48:22Z,2026-06-30T19:48:22Z,V12 P7-T03 repair stable-precondition audit boundary permits only hidden-import RR_E overread and process-authority auditing while preserving all Gate Chair source-law MetricData g_eff coupling matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
CB-V12-P7-T03-REPAIR-MS-STABLE-PARTITION-PRECONDITION-001,task,research_control/tasks/RT-20260630-046,Formalize proposal-only MSStablePartitionPrecondition_v1 source-side stable partition precondition target;prove finite local guarded partition theorem;record failure criteria;handoff to audit;preserve blocked_adoption_open_continuation;no physics claim promotion,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics import;stress-energy tensor construction;matter action import;detector semantics import;Einstein equation derivation;benchmark promotion;completed derivation claim;stable partition as matter semantics;stable partition as detector semantics;precondition theorem as irrelevance-law adoption;RR_E as detector semantics;RR_E as matter semantics;future source-extension impossibility;global theory rejection;registry metadata as proof;role as proof;commit status as proof,Gate Chair authority;claim promotion;canonical ontology edit;canonical-ontology candidate status;source-law adoption;source-extension data adoption;MetricData(E) adoption;g_eff adoption or scope expansion;coupling-law adoption;matter-coupling derivation;matter-coupling adoption;stress-energy semantics;stress-energy tensor;matter action;detector semantics;Einstein equations adoption;benchmark promotion;completed derivation;precondition theorem as proof authority,research_control/tasks/RT-20260630-046/artifacts/matter_semantics_stable_partition_precondition_v1.tex,active,2026-06-30T19:23:49Z,2026-06-30T19:23:49Z,V12 P7-T03 repair stable-precondition formalization boundary permits only source-side precondition target formalization while preserving all Gate Chair source-law MetricData g_eff coupling matter-coupling stress-energy Einstein-equation benchmark and completed-derivation blocks
